resource_utilization_id,hospital_id,hospital_name,resource_type,date,department_id,department_name,ward_id,ward_name,shift,total_units_available,units_in_use,utilization_rate_pct,doctor_count,nurse_count,technician_count,pharmacist_count,admin_count,drug_id,drug_name,drug_category,reorder_level_threshold,shortage_flag,manufacturer_name,reliability_rating
1049,1,HMIS Hospital,Bed,2022-11-14,1,Emergency,,,,75,18,24.0,,,,,,,,,,,,
1050,1,HMIS Hospital,Bed,2022-11-15,1,Emergency,,,,75,21,28.0,,,,,,,,,,,,
1051,1,HMIS Hospital,Bed,2022-11-16,1,Emergency,,,,75,26,34.67,,,,,,,,,,,,
1052,1,HMIS Hospital,Bed,2022-11-17,1,Emergency,,,,75,28,37.33,,,,,,,,,,,,
1053,1,HMIS Hospital,Bed,2022-11-18,1,Emergency,,,,75,30,40.0,,,,,,,,,,,,
1054,1,HMIS Hospital,Bed,2022-11-19,1,Emergency,,,,75,24,32.0,,,,,,,,,,,,
1055,1,HMIS Hospital,Bed,2022-11-20,1,Emergency,,,,75,25,33.33,,,,,,,,,,,,
1056,1,HMIS Hospital,Bed,2022-11-21,1,Emergency,,,,75,20,26.67,,,,,,,,,,,,
1057,1,HMIS Hospital,Bed,2022-11-22,1,Emergency,,,,75,20,26.67,,,,,,,,,,,,
1058,1,HMIS Hospital,Bed,2022-11-23,1,Emergency,,,,75,23,30.67,,,,,,,,,,,,
1059,1,HMIS Hospital,Bed,2022-11-24,1,Emergency,,,,75,22,29.33,,,,,,,,,,,,
1060,1,HMIS Hospital,Bed,2022-11-25,1,Emergency,,,,75,20,26.67,,,,,,,,,,,,
1061,1,HMIS Hospital,Bed,2022-11-26,1,Emergency,,,,75,17,22.67,,,,,,,,,,,,
1062,1,HMIS Hospital,Bed,2022-11-27,1,Emergency,,,,75,14,18.67,,,,,,,,,,,,
1063,1,HMIS Hospital,Bed,2022-11-28,1,Emergency,,,,75,15,20.0,,,,,,,,,,,,
1064,1,HMIS Hospital,Bed,2022-11-29,1,Emergency,,,,75,16,21.33,,,,,,,,,,,,
1065,1,HMIS Hospital,Bed,2022-11-30,1,Emergency,,,,75,19,25.33,,,,,,,,,,,,
1066,1,HMIS Hospital,Bed,2022-12-01,1,Emergency,,,,75,17,22.67,,,,,,,,,,,,
1067,1,HMIS Hospital,Bed,2022-12-02,1,Emergency,,,,75,17,22.67,,,,,,,,,,,,
1068,1,HMIS Hospital,Bed,2022-12-03,1,Emergency,,,,75,17,22.67,,,,,,,,,,,,
1069,1,HMIS Hospital,Bed,2022-12-04,1,Emergency,,,,75,21,28.0,,,,,,,,,,,,
1070,1,HMIS Hospital,Bed,2022-12-05,1,Emergency,,,,75,21,28.0,,,,,,,,,,,,
1071,1,HMIS Hospital,Bed,2022-12-06,1,Emergency,,,,75,22,29.33,,,,,,,,,,,,
1072,1,HMIS Hospital,Bed,2022-12-07,1,Emergency,,,,75,21,28.0,,,,,,,,,,,,
1073,1,HMIS Hospital,Bed,2022-12-08,1,Emergency,,,,75,22,29.33,,,,,,,,,,,,
1074,1,HMIS Hospital,Bed,2022-12-09,1,Emergency,,,,75,20,26.67,,,,,,,,,,,,
1075,1,HMIS Hospital,Bed,2022-12-10,1,Emergency,,,,75,21,28.0,,,,,,,,,,,,
1076,1,HMIS Hospital,Bed,2022-12-11,1,Emergency,,,,75,20,26.67,,,,,,,,,,,,
1077,1,HMIS Hospital,Bed,2022-12-12,1,Emergency,,,,75,17,22.67,,,,,,,,,,,,
1078,1,HMIS Hospital,Bed,2022-12-13,1,Emergency,,,,75,15,20.0,,,,,,,,,,,,
1079,1,HMIS Hospital,Bed,2022-12-14,1,Emergency,,,,75,11,14.67,,,,,,,,,,,,
1080,1,HMIS Hospital,Bed,2022-12-15,1,Emergency,,,,75,17,22.67,,,,,,,,,,,,
1081,1,HMIS Hospital,Bed,2022-12-16,1,Emergency,,,,75,14,18.67,,,,,,,,,,,,
1082,1,HMIS Hospital,Bed,2022-12-17,1,Emergency,,,,75,19,25.33,,,,,,,,,,,,
1083,1,HMIS Hospital,Bed,2022-12-18,1,Emergency,,,,75,19,25.33,,,,,,,,,,,,
1084,1,HMIS Hospital,Bed,2022-12-19,1,Emergency,,,,75,18,24.0,,,,,,,,,,,,
1085,1,HMIS Hospital,Bed,2022-12-20,1,Emergency,,,,75,22,29.33,,,,,,,,,,,,
1086,1,HMIS Hospital,Bed,2022-12-21,1,Emergency,,,,75,23,30.67,,,,,,,,,,,,
1087,1,HMIS Hospital,Bed,2022-12-22,1,Emergency,,,,75,29,38.67,,,,,,,,,,,,
1088,1,HMIS Hospital,Bed,2022-12-23,1,Emergency,,,,75,30,40.0,,,,,,,,,,,,
1089,1,HMIS Hospital,Bed,2022-12-24,1,Emergency,,,,75,23,30.67,,,,,,,,,,,,
1090,1,HMIS Hospital,Bed,2022-12-25,1,Emergency,,,,75,23,30.67,,,,,,,,,,,,
1091,1,HMIS Hospital,Bed,2022-12-26,1,Emergency,,,,75,20,26.67,,,,,,,,,,,,
1092,1,HMIS Hospital,Bed,2022-12-27,1,Emergency,,,,75,23,30.67,,,,,,,,,,,,
1093,1,HMIS Hospital,Bed,2022-12-28,1,Emergency,,,,75,19,25.33,,,,,,,,,,,,
1094,1,HMIS Hospital,Bed,2022-12-29,1,Emergency,,,,75,17,22.67,,,,,,,,,,,,
1095,1,HMIS Hospital,Bed,2022-12-30,1,Emergency,,,,75,11,14.67,,,,,,,,,,,,
1096,1,HMIS Hospital,Bed,2022-12-31,1,Emergency,,,,75,12,16.0,,,,,,,,,,,,
1097,1,HMIS Hospital,Bed,2023-01-01,1,Emergency,,,,75,14,18.67,,,,,,,,,,,,
1098,1,HMIS Hospital,Bed,2023-01-02,1,Emergency,,,,75,19,25.33,,,,,,,,,,,,
1099,1,HMIS Hospital,Bed,2023-01-03,1,Emergency,,,,75,20,26.67,,,,,,,,,,,,
1100,1,HMIS Hospital,Bed,2023-01-04,1,Emergency,,,,75,24,32.0,,,,,,,,,,,,
1101,1,HMIS Hospital,Bed,2023-01-05,1,Emergency,,,,75,23,30.67,,,,,,,,,,,,
1102,1,HMIS Hospital,Bed,2023-01-06,1,Emergency,,,,75,20,26.67,,,,,,,,,,,,
1103,1,HMIS Hospital,Bed,2023-01-07,1,Emergency,,,,75,18,24.0,,,,,,,,,,,,
1104,1,HMIS Hospital,Bed,2023-01-08,1,Emergency,,,,75,19,25.33,,,,,,,,,,,,
1105,1,HMIS Hospital,Bed,2023-01-09,1,Emergency,,,,75,17,22.67,,,,,,,,,,,,
1106,1,HMIS Hospital,Bed,2023-01-10,1,Emergency,,,,75,16,21.33,,,,,,,,,,,,
1107,1,HMIS Hospital,Bed,2023-01-11,1,Emergency,,,,75,20,26.67,,,,,,,,,,,,
1108,1,HMIS Hospital,Bed,2023-01-12,1,Emergency,,,,75,19,25.33,,,,,,,,,,,,
1109,1,HMIS Hospital,Bed,2023-01-13,1,Emergency,,,,75,18,24.0,,,,,,,,,,,,
1110,1,HMIS Hospital,Bed,2023-01-14,1,Emergency,,,,75,15,20.0,,,,,,,,,,,,
1111,1,HMIS Hospital,Bed,2023-01-15,1,Emergency,,,,75,16,21.33,,,,,,,,,,,,
1112,1,HMIS Hospital,Bed,2023-01-16,1,Emergency,,,,75,14,18.67,,,,,,,,,,,,
1113,1,HMIS Hospital,Bed,2023-01-17,1,Emergency,,,,75,18,24.0,,,,,,,,,,,,
1114,1,HMIS Hospital,Bed,2023-01-18,1,Emergency,,,,75,21,28.0,,,,,,,,,,,,
1115,1,HMIS Hospital,Bed,2023-01-19,1,Emergency,,,,75,22,29.33,,,,,,,,,,,,
1116,1,HMIS Hospital,Bed,2023-01-20,1,Emergency,,,,75,25,33.33,,,,,,,,,,,,
1117,1,HMIS Hospital,Bed,2023-01-21,1,Emergency,,,,75,24,32.0,,,,,,,,,,,,
1118,1,HMIS Hospital,Bed,2023-01-22,1,Emergency,,,,75,23,30.67,,,,,,,,,,,,
1119,1,HMIS Hospital,Bed,2023-01-23,1,Emergency,,,,75,21,28.0,,,,,,,,,,,,
1120,1,HMIS Hospital,Bed,2023-01-24,1,Emergency,,,,75,22,29.33,,,,,,,,,,,,
1121,1,HMIS Hospital,Bed,2023-01-25,1,Emergency,,,,75,19,25.33,,,,,,,,,,,,
1122,1,HMIS Hospital,Bed,2023-01-26,1,Emergency,,,,75,19,25.33,,,,,,,,,,,,
1123,1,HMIS Hospital,Bed,2023-01-27,1,Emergency,,,,75,16,21.33,,,,,,,,,,,,
1124,1,HMIS Hospital,Bed,2023-01-28,1,Emergency,,,,75,17,22.67,,,,,,,,,,,,
1125,1,HMIS Hospital,Bed,2023-01-29,1,Emergency,,,,75,16,21.33,,,,,,,,,,,,
1126,1,HMIS Hospital,Bed,2023-01-30,1,Emergency,,,,75,18,24.0,,,,,,,,,,,,
1127,1,HMIS Hospital,Bed,2023-01-31,1,Emergency,,,,75,21,28.0,,,,,,,,,,,,
1128,1,HMIS Hospital,Bed,2023-02-01,1,Emergency,,,,75,19,25.33,,,,,,,,,,,,
1129,1,HMIS Hospital,Bed,2023-02-02,1,Emergency,,,,75,15,20.0,,,,,,,,,,,,
1130,1,HMIS Hospital,Bed,2023-02-03,1,Emergency,,,,75,15,20.0,,,,,,,,,,,,
1131,1,HMIS Hospital,Bed,2023-02-04,1,Emergency,,,,75,16,21.33,,,,,,,,,,,,
1132,1,HMIS Hospital,Bed,2023-02-05,1,Emergency,,,,75,16,21.33,,,,,,,,,,,,
1133,1,HMIS Hospital,Bed,2023-02-06,1,Emergency,,,,75,13,17.33,,,,,,,,,,,,
1134,1,HMIS Hospital,Bed,2023-02-07,1,Emergency,,,,75,14,18.67,,,,,,,,,,,,
1135,1,HMIS Hospital,Bed,2023-02-08,1,Emergency,,,,75,12,16.0,,,,,,,,,,,,
1136,1,HMIS Hospital,Bed,2023-02-09,1,Emergency,,,,75,15,20.0,,,,,,,,,,,,
1137,1,HMIS Hospital,Bed,2023-02-10,1,Emergency,,,,75,17,22.67,,,,,,,,,,,,
1138,1,HMIS Hospital,Bed,2023-02-11,1,Emergency,,,,75,17,22.67,,,,,,,,,,,,
1139,1,HMIS Hospital,Bed,2023-02-12,1,Emergency,,,,75,18,24.0,,,,,,,,,,,,
1140,1,HMIS Hospital,Bed,2023-02-13,1,Emergency,,,,75,17,22.67,,,,,,,,,,,,
1141,1,HMIS Hospital,Bed,2023-02-14,1,Emergency,,,,75,17,22.67,,,,,,,,,,,,
1142,1,HMIS Hospital,Bed,2023-02-15,1,Emergency,,,,75,19,25.33,,,,,,,,,,,,
1143,1,HMIS Hospital,Bed,2023-02-16,1,Emergency,,,,75,22,29.33,,,,,,,,,,,,
1144,1,HMIS Hospital,Bed,2023-02-17,1,Emergency,,,,75,23,30.67,,,,,,,,,,,,
1145,1,HMIS Hospital,Bed,2023-02-18,1,Emergency,,,,75,29,38.67,,,,,,,,,,,,
1146,1,HMIS Hospital,Bed,2023-02-19,1,Emergency,,,,75,26,34.67,,,,,,,,,,,,
1147,1,HMIS Hospital,Bed,2023-02-20,1,Emergency,,,,75,25,33.33,,,,,,,,,,,,
1148,1,HMIS Hospital,Bed,2023-02-21,1,Emergency,,,,75,21,28.0,,,,,,,,,,,,
1149,1,HMIS Hospital,Bed,2023-02-22,1,Emergency,,,,75,18,24.0,,,,,,,,,,,,
1150,1,HMIS Hospital,Bed,2023-02-23,1,Emergency,,,,75,16,21.33,,,,,,,,,,,,
1151,1,HMIS Hospital,Bed,2023-02-24,1,Emergency,,,,75,20,26.67,,,,,,,,,,,,
1152,1,HMIS Hospital,Bed,2023-02-25,1,Emergency,,,,75,23,30.67,,,,,,,,,,,,
1153,1,HMIS Hospital,Bed,2023-02-26,1,Emergency,,,,75,19,25.33,,,,,,,,,,,,
1154,1,HMIS Hospital,Bed,2023-02-27,1,Emergency,,,,75,15,20.0,,,,,,,,,,,,
1155,1,HMIS Hospital,Bed,2023-02-28,1,Emergency,,,,75,18,24.0,,,,,,,,,,,,
1156,1,HMIS Hospital,Bed,2023-03-01,1,Emergency,,,,75,19,25.33,,,,,,,,,,,,
1157,1,HMIS Hospital,Bed,2023-03-02,1,Emergency,,,,75,17,22.67,,,,,,,,,,,,
1158,1,HMIS Hospital,Bed,2023-03-03,1,Emergency,,,,75,17,22.67,,,,,,,,,,,,
1159,1,HMIS Hospital,Bed,2023-03-04,1,Emergency,,,,75,17,22.67,,,,,,,,,,,,
1160,1,HMIS Hospital,Bed,2023-03-05,1,Emergency,,,,75,17,22.67,,,,,,,,,,,,
1161,1,HMIS Hospital,Bed,2023-03-06,1,Emergency,,,,75,16,21.33,,,,,,,,,,,,
1162,1,HMIS Hospital,Bed,2023-03-07,1,Emergency,,,,75,16,21.33,,,,,,,,,,,,
1163,1,HMIS Hospital,Bed,2023-03-08,1,Emergency,,,,75,14,18.67,,,,,,,,,,,,
1164,1,HMIS Hospital,Bed,2023-03-09,1,Emergency,,,,75,20,26.67,,,,,,,,,,,,
1165,1,HMIS Hospital,Bed,2023-03-10,1,Emergency,,,,75,18,24.0,,,,,,,,,,,,
1166,1,HMIS Hospital,Bed,2023-03-11,1,Emergency,,,,75,22,29.33,,,,,,,,,,,,
1167,1,HMIS Hospital,Bed,2023-03-12,1,Emergency,,,,75,24,32.0,,,,,,,,,,,,
1168,1,HMIS Hospital,Bed,2023-03-13,1,Emergency,,,,75,21,28.0,,,,,,,,,,,,
1169,1,HMIS Hospital,Bed,2023-03-14,1,Emergency,,,,75,22,29.33,,,,,,,,,,,,
1170,1,HMIS Hospital,Bed,2023-03-15,1,Emergency,,,,75,22,29.33,,,,,,,,,,,,
1171,1,HMIS Hospital,Bed,2023-03-16,1,Emergency,,,,75,24,32.0,,,,,,,,,,,,
1172,1,HMIS Hospital,Bed,2023-03-17,1,Emergency,,,,75,27,36.0,,,,,,,,,,,,
1173,1,HMIS Hospital,Bed,2023-03-18,1,Emergency,,,,75,28,37.33,,,,,,,,,,,,
1174,1,HMIS Hospital,Bed,2023-03-19,1,Emergency,,,,75,25,33.33,,,,,,,,,,,,
1175,1,HMIS Hospital,Bed,2023-03-20,1,Emergency,,,,75,19,25.33,,,,,,,,,,,,
1176,1,HMIS Hospital,Bed,2023-03-21,1,Emergency,,,,75,16,21.33,,,,,,,,,,,,
1177,1,HMIS Hospital,Bed,2023-03-22,1,Emergency,,,,75,13,17.33,,,,,,,,,,,,
1178,1,HMIS Hospital,Bed,2023-03-23,1,Emergency,,,,75,18,24.0,,,,,,,,,,,,
1179,1,HMIS Hospital,Bed,2023-03-24,1,Emergency,,,,75,17,22.67,,,,,,,,,,,,
1180,1,HMIS Hospital,Bed,2023-03-25,1,Emergency,,,,75,17,22.67,,,,,,,,,,,,
1181,1,HMIS Hospital,Bed,2023-03-26,1,Emergency,,,,75,14,18.67,,,,,,,,,,,,
1182,1,HMIS Hospital,Bed,2023-03-27,1,Emergency,,,,75,19,25.33,,,,,,,,,,,,
1183,1,HMIS Hospital,Bed,2023-03-28,1,Emergency,,,,75,18,24.0,,,,,,,,,,,,
1184,1,HMIS Hospital,Bed,2023-03-29,1,Emergency,,,,75,20,26.67,,,,,,,,,,,,
1185,1,HMIS Hospital,Bed,2023-03-30,1,Emergency,,,,75,18,24.0,,,,,,,,,,,,
1186,1,HMIS Hospital,Bed,2023-03-31,1,Emergency,,,,75,20,26.67,,,,,,,,,,,,
1187,1,HMIS Hospital,Bed,2023-04-01,1,Emergency,,,,75,18,24.0,,,,,,,,,,,,
1188,1,HMIS Hospital,Bed,2023-04-02,1,Emergency,,,,75,21,28.0,,,,,,,,,,,,
1189,1,HMIS Hospital,Bed,2023-04-03,1,Emergency,,,,75,18,24.0,,,,,,,,,,,,
1190,1,HMIS Hospital,Bed,2023-04-04,1,Emergency,,,,75,18,24.0,,,,,,,,,,,,
1191,1,HMIS Hospital,Bed,2023-04-05,1,Emergency,,,,75,14,18.67,,,,,,,,,,,,
1192,1,HMIS Hospital,Bed,2023-04-06,1,Emergency,,,,75,16,21.33,,,,,,,,,,,,
1193,1,HMIS Hospital,Bed,2023-04-07,1,Emergency,,,,75,16,21.33,,,,,,,,,,,,
1194,1,HMIS Hospital,Bed,2023-04-08,1,Emergency,,,,75,17,22.67,,,,,,,,,,,,
1195,1,HMIS Hospital,Bed,2023-04-09,1,Emergency,,,,75,21,28.0,,,,,,,,,,,,
1196,1,HMIS Hospital,Bed,2023-04-10,1,Emergency,,,,75,19,25.33,,,,,,,,,,,,
1197,1,HMIS Hospital,Bed,2023-04-11,1,Emergency,,,,75,23,30.67,,,,,,,,,,,,
1198,1,HMIS Hospital,Bed,2023-04-12,1,Emergency,,,,75,24,32.0,,,,,,,,,,,,
1199,1,HMIS Hospital,Bed,2023-04-13,1,Emergency,,,,75,22,29.33,,,,,,,,,,,,
1200,1,HMIS Hospital,Bed,2023-04-14,1,Emergency,,,,75,18,24.0,,,,,,,,,,,,
1201,1,HMIS Hospital,Bed,2023-04-15,1,Emergency,,,,75,18,24.0,,,,,,,,,,,,
1202,1,HMIS Hospital,Bed,2023-04-16,1,Emergency,,,,75,19,25.33,,,,,,,,,,,,
1203,1,HMIS Hospital,Bed,2023-04-17,1,Emergency,,,,75,18,24.0,,,,,,,,,,,,
1204,1,HMIS Hospital,Bed,2023-04-18,1,Emergency,,,,75,16,21.33,,,,,,,,,,,,
1205,1,HMIS Hospital,Bed,2023-04-19,1,Emergency,,,,75,18,24.0,,,,,,,,,,,,
1206,1,HMIS Hospital,Bed,2023-04-20,1,Emergency,,,,75,18,24.0,,,,,,,,,,,,
1207,1,HMIS Hospital,Bed,2023-04-21,1,Emergency,,,,75,19,25.33,,,,,,,,,,,,
1208,1,HMIS Hospital,Bed,2023-04-22,1,Emergency,,,,75,15,20.0,,,,,,,,,,,,
1209,1,HMIS Hospital,Bed,2023-04-23,1,Emergency,,,,75,15,20.0,,,,,,,,,,,,
1210,1,HMIS Hospital,Bed,2023-04-24,1,Emergency,,,,75,13,17.33,,,,,,,,,,,,
1211,1,HMIS Hospital,Bed,2023-04-25,1,Emergency,,,,75,14,18.67,,,,,,,,,,,,
1212,1,HMIS Hospital,Bed,2023-04-26,1,Emergency,,,,75,16,21.33,,,,,,,,,,,,
1213,1,HMIS Hospital,Bed,2023-04-27,1,Emergency,,,,75,20,26.67,,,,,,,,,,,,
1214,1,HMIS Hospital,Bed,2023-04-28,1,Emergency,,,,75,19,25.33,,,,,,,,,,,,
1215,1,HMIS Hospital,Bed,2023-04-29,1,Emergency,,,,75,16,21.33,,,,,,,,,,,,
1216,1,HMIS Hospital,Bed,2023-04-30,1,Emergency,,,,75,14,18.67,,,,,,,,,,,,
1217,1,HMIS Hospital,Bed,2023-05-01,1,Emergency,,,,75,11,14.67,,,,,,,,,,,,
1218,1,HMIS Hospital,Bed,2023-05-02,1,Emergency,,,,75,11,14.67,,,,,,,,,,,,
1219,1,HMIS Hospital,Bed,2023-05-03,1,Emergency,,,,75,15,20.0,,,,,,,,,,,,
1220,1,HMIS Hospital,Bed,2023-05-04,1,Emergency,,,,75,17,22.67,,,,,,,,,,,,
1221,1,HMIS Hospital,Bed,2023-05-05,1,Emergency,,,,75,16,21.33,,,,,,,,,,,,
1222,1,HMIS Hospital,Bed,2023-05-06,1,Emergency,,,,75,14,18.67,,,,,,,,,,,,
1223,1,HMIS Hospital,Bed,2023-05-07,1,Emergency,,,,75,15,20.0,,,,,,,,,,,,
1224,1,HMIS Hospital,Bed,2023-05-08,1,Emergency,,,,75,16,21.33,,,,,,,,,,,,
1225,1,HMIS Hospital,Bed,2023-05-09,1,Emergency,,,,75,21,28.0,,,,,,,,,,,,
1226,1,HMIS Hospital,Bed,2023-05-10,1,Emergency,,,,75,26,34.67,,,,,,,,,,,,
1227,1,HMIS Hospital,Bed,2023-05-11,1,Emergency,,,,75,24,32.0,,,,,,,,,,,,
1228,1,HMIS Hospital,Bed,2023-05-12,1,Emergency,,,,75,25,33.33,,,,,,,,,,,,
1229,1,HMIS Hospital,Bed,2023-05-13,1,Emergency,,,,75,19,25.33,,,,,,,,,,,,
1230,1,HMIS Hospital,Bed,2023-05-14,1,Emergency,,,,75,18,24.0,,,,,,,,,,,,
1231,1,HMIS Hospital,Bed,2023-05-15,1,Emergency,,,,75,19,25.33,,,,,,,,,,,,
1232,1,HMIS Hospital,Bed,2023-05-16,1,Emergency,,,,75,17,22.67,,,,,,,,,,,,
1233,1,HMIS Hospital,Bed,2023-05-17,1,Emergency,,,,75,24,32.0,,,,,,,,,,,,
1234,1,HMIS Hospital,Bed,2023-05-18,1,Emergency,,,,75,20,26.67,,,,,,,,,,,,
1235,1,HMIS Hospital,Bed,2023-05-19,1,Emergency,,,,75,16,21.33,,,,,,,,,,,,
1236,1,HMIS Hospital,Bed,2023-05-20,1,Emergency,,,,75,19,25.33,,,,,,,,,,,,
1237,1,HMIS Hospital,Bed,2023-05-21,1,Emergency,,,,75,17,22.67,,,,,,,,,,,,
1238,1,HMIS Hospital,Bed,2023-05-22,1,Emergency,,,,75,15,20.0,,,,,,,,,,,,
1239,1,HMIS Hospital,Bed,2023-05-23,1,Emergency,,,,75,17,22.67,,,,,,,,,,,,
1240,1,HMIS Hospital,Bed,2023-05-24,1,Emergency,,,,75,15,20.0,,,,,,,,,,,,
1241,1,HMIS Hospital,Bed,2023-05-25,1,Emergency,,,,75,23,30.67,,,,,,,,,,,,
1242,1,HMIS Hospital,Bed,2023-05-26,1,Emergency,,,,75,26,34.67,,,,,,,,,,,,
1243,1,HMIS Hospital,Bed,2023-05-27,1,Emergency,,,,75,23,30.67,,,,,,,,,,,,
1244,1,HMIS Hospital,Bed,2023-05-28,1,Emergency,,,,75,21,28.0,,,,,,,,,,,,
1245,1,HMIS Hospital,Bed,2023-05-29,1,Emergency,,,,75,26,34.67,,,,,,,,,,,,
1246,1,HMIS Hospital,Bed,2023-05-30,1,Emergency,,,,75,23,30.67,,,,,,,,,,,,
1247,1,HMIS Hospital,Bed,2023-05-31,1,Emergency,,,,75,21,28.0,,,,,,,,,,,,
1248,1,HMIS Hospital,Bed,2023-06-01,1,Emergency,,,,75,19,25.33,,,,,,,,,,,,
1249,1,HMIS Hospital,Bed,2023-06-02,1,Emergency,,,,75,12,16.0,,,,,,,,,,,,
1250,1,HMIS Hospital,Bed,2023-06-03,1,Emergency,,,,75,10,13.33,,,,,,,,,,,,
1251,1,HMIS Hospital,Bed,2023-06-04,1,Emergency,,,,75,14,18.67,,,,,,,,,,,,
1252,1,HMIS Hospital,Bed,2023-06-05,1,Emergency,,,,75,20,26.67,,,,,,,,,,,,
1253,1,HMIS Hospital,Bed,2023-06-06,1,Emergency,,,,75,20,26.67,,,,,,,,,,,,
1254,1,HMIS Hospital,Bed,2023-06-07,1,Emergency,,,,75,25,33.33,,,,,,,,,,,,
1255,1,HMIS Hospital,Bed,2023-06-08,1,Emergency,,,,75,27,36.0,,,,,,,,,,,,
1256,1,HMIS Hospital,Bed,2023-06-09,1,Emergency,,,,75,30,40.0,,,,,,,,,,,,
1257,1,HMIS Hospital,Bed,2023-06-10,1,Emergency,,,,75,29,38.67,,,,,,,,,,,,
1258,1,HMIS Hospital,Bed,2023-06-11,1,Emergency,,,,75,27,36.0,,,,,,,,,,,,
1259,1,HMIS Hospital,Bed,2023-06-12,1,Emergency,,,,75,22,29.33,,,,,,,,,,,,
1260,1,HMIS Hospital,Bed,2023-06-13,1,Emergency,,,,75,23,30.67,,,,,,,,,,,,
1261,1,HMIS Hospital,Bed,2023-06-14,1,Emergency,,,,75,19,25.33,,,,,,,,,,,,
1262,1,HMIS Hospital,Bed,2023-06-15,1,Emergency,,,,75,21,28.0,,,,,,,,,,,,
1263,1,HMIS Hospital,Bed,2023-06-16,1,Emergency,,,,75,20,26.67,,,,,,,,,,,,
1264,1,HMIS Hospital,Bed,2023-06-17,1,Emergency,,,,75,24,32.0,,,,,,,,,,,,
1265,1,HMIS Hospital,Bed,2023-06-18,1,Emergency,,,,75,24,32.0,,,,,,,,,,,,
1266,1,HMIS Hospital,Bed,2023-06-19,1,Emergency,,,,75,25,33.33,,,,,,,,,,,,
1267,1,HMIS Hospital,Bed,2023-06-20,1,Emergency,,,,75,24,32.0,,,,,,,,,,,,
1268,1,HMIS Hospital,Bed,2023-06-21,1,Emergency,,,,75,27,36.0,,,,,,,,,,,,
1269,1,HMIS Hospital,Bed,2023-06-22,1,Emergency,,,,75,27,36.0,,,,,,,,,,,,
1270,1,HMIS Hospital,Bed,2023-06-23,1,Emergency,,,,75,28,37.33,,,,,,,,,,,,
1271,1,HMIS Hospital,Bed,2023-06-24,1,Emergency,,,,75,26,34.67,,,,,,,,,,,,
1272,1,HMIS Hospital,Bed,2023-06-25,1,Emergency,,,,75,20,26.67,,,,,,,,,,,,
1273,1,HMIS Hospital,Bed,2023-06-26,1,Emergency,,,,75,16,21.33,,,,,,,,,,,,
1274,1,HMIS Hospital,Bed,2023-06-27,1,Emergency,,,,75,17,22.67,,,,,,,,,,,,
1275,1,HMIS Hospital,Bed,2023-06-28,1,Emergency,,,,75,15,20.0,,,,,,,,,,,,
1276,1,HMIS Hospital,Bed,2023-06-29,1,Emergency,,,,75,17,22.67,,,,,,,,,,,,
1277,1,HMIS Hospital,Bed,2023-06-30,1,Emergency,,,,75,15,20.0,,,,,,,,,,,,
1278,1,HMIS Hospital,Bed,2023-07-01,1,Emergency,,,,75,17,22.67,,,,,,,,,,,,
1279,1,HMIS Hospital,Bed,2023-07-02,1,Emergency,,,,75,14,18.67,,,,,,,,,,,,
1280,1,HMIS Hospital,Bed,2023-07-03,1,Emergency,,,,75,16,21.33,,,,,,,,,,,,
1281,1,HMIS Hospital,Bed,2023-07-04,1,Emergency,,,,75,21,28.0,,,,,,,,,,,,
1282,1,HMIS Hospital,Bed,2023-07-05,1,Emergency,,,,75,24,32.0,,,,,,,,,,,,
1283,1,HMIS Hospital,Bed,2023-07-06,1,Emergency,,,,75,19,25.33,,,,,,,,,,,,
1284,1,HMIS Hospital,Bed,2023-07-07,1,Emergency,,,,75,23,30.67,,,,,,,,,,,,
1285,1,HMIS Hospital,Bed,2023-07-08,1,Emergency,,,,75,22,29.33,,,,,,,,,,,,
1286,1,HMIS Hospital,Bed,2023-07-09,1,Emergency,,,,75,22,29.33,,,,,,,,,,,,
1287,1,HMIS Hospital,Bed,2023-07-10,1,Emergency,,,,75,20,26.67,,,,,,,,,,,,
1288,1,HMIS Hospital,Bed,2023-07-11,1,Emergency,,,,75,21,28.0,,,,,,,,,,,,
1289,1,HMIS Hospital,Bed,2023-07-12,1,Emergency,,,,75,21,28.0,,,,,,,,,,,,
1290,1,HMIS Hospital,Bed,2023-07-13,1,Emergency,,,,75,17,22.67,,,,,,,,,,,,
1291,1,HMIS Hospital,Bed,2023-07-14,1,Emergency,,,,75,14,18.67,,,,,,,,,,,,
1292,1,HMIS Hospital,Bed,2023-07-15,1,Emergency,,,,75,13,17.33,,,,,,,,,,,,
1293,1,HMIS Hospital,Bed,2023-07-16,1,Emergency,,,,75,12,16.0,,,,,,,,,,,,
1294,1,HMIS Hospital,Bed,2023-07-17,1,Emergency,,,,75,14,18.67,,,,,,,,,,,,
1295,1,HMIS Hospital,Bed,2023-07-18,1,Emergency,,,,75,11,14.67,,,,,,,,,,,,
1296,1,HMIS Hospital,Bed,2023-07-19,1,Emergency,,,,75,12,16.0,,,,,,,,,,,,
1297,1,HMIS Hospital,Bed,2023-07-20,1,Emergency,,,,75,10,13.33,,,,,,,,,,,,
1298,1,HMIS Hospital,Bed,2023-07-21,1,Emergency,,,,75,12,16.0,,,,,,,,,,,,
1299,1,HMIS Hospital,Bed,2023-07-22,1,Emergency,,,,75,16,21.33,,,,,,,,,,,,
